Single Year of Age,Carlow County Council,Cavan County Council,Clare County Council,Cork City Council,Cork County Council,Donegal County Council,Dublin City Council,DÃºn Laoghaire Rathdown County Council,Fingal County Council,Galway City Council,Galway County Council,Ireland,Kerry County Council,Kildare County Council,Kilkenny County Council,Laois County Council,Leitrim County Council,Limerick City & County Council,Longford County Council,Louth County Council,Mayo  County Council,Meath County Council,Monaghan County Council,Offaly County Council,Roscommon County Council,Sligo County Council,South Dublin County Council,Tipperary County Council,Waterford City & County Council,Westmeath County Council,Wexford County Council,Wicklow County Council
49,630.6666666666666,728.6666666666666,1282.0,1894.6666666666667,3640.0,1598.0,4936.0,2106.0,3431.3333333333335,678.6666666666666,1978.0,49154.0,1522.6666666666667,2609.3333333333335,1076.0,879.3333333333334,328.0,1948.6666666666667,458.6666666666667,1389.3333333333333,1256.6666666666667,2300.0,607.3333333333334,789.3333333333334,638.0,654.0,2795.3333333333335,1670.0,1217.3333333333333,894.0,1608.6666666666667,1607.3333333333333
50,598.0,773.3333333333334,1319.3333333333333,1929.3333333333333,3575.3333333333335,1592.6666666666667,4982.666666666667,2067.3333333333335,3269.3333333333335,650.0,1884.0,48166.0,1507.3333333333333,2518.6666666666665,1002.0,892.6666666666666,336.0,1911.3333333333333,414.0,1395.3333333333333,1262.0,2273.3333333333335,586.0,788.6666666666666,660.0,607.3333333333334,2596.6666666666665,1536.6666666666667,1169.3333333333333,886.0,1624.6666666666667,1556.6666666666667
51,543.3333333333334,744.6666666666666,1218.0,1840.0,3510.6666666666665,1534.0,4767.333333333333,1988.6666666666667,3044.0,664.6666666666666,1896.6666666666667,46634.0,1463.3333333333333,2359.3333333333335,954.6666666666666,862.6666666666666,323.3333333333333,1868.6666666666667,438.6666666666667,1352.0,1258.6666666666667,2121.3333333333335,554.6666666666666,753.3333333333334,637.3333333333334,623.3333333333334,2556.0,1567.3333333333333,1184.0,880.6666666666666,1561.3333333333333,1561.3333333333333
52,548.6666666666666,740.0,1263.3333333333333,1821.3333333333333,3380.6666666666665,1568.0,4744.0,1955.3333333333333,2866.6666666666665,612.0,1819.3333333333333,45846.666666666664,1537.3333333333333,2283.3333333333335,939.3333333333334,845.3333333333334,337.3333333333333,1863.3333333333333,416.0,1310.0,1280.6666666666667,2069.3333333333335,570.6666666666666,733.3333333333334,660.6666666666666,628.0,2465.3333333333335,1518.0,1138.0,872.0,1556.6666666666667,1502.6666666666667
53,523.3333333333334,696.0,1162.0,1683.3333333333333,3222.0,1522.6666666666667,4414.666666666667,1884.0,2686.0,602.0,1728.0,43210.0,1444.6666666666667,2144.6666666666665,946.0,774.6666666666666,318.0,1660.6666666666667,400.0,1252.0,1232.0,1919.3333333333333,544.6666666666666,711.3333333333334,606.0,574.6666666666666,2308.6666666666665,1466.6666666666667,1130.6666666666667,848.0,1456.6666666666667,1346.6666666666667
54,536.6666666666666,702.0,1180.0,1737.3333333333333,3138.6666666666665,1539.3333333333333,4501.333333333333,1858.6666666666667,2545.3333333333335,580.6666666666666,1738.0,42812.0,1403.3333333333333,2088.0,886.6666666666666,763.3333333333334,326.6666666666667,1706.6666666666667,401.3333333333333,1220.0,1192.6666666666667,1897.3333333333333,545.3333333333334,734.0,590.6666666666666,623.3333333333334,2222.6666666666665,1502.0,1074.0,815.3333333333334,1443.3333333333333,1317.3333333333333
55,536.0,702.0,1172.0,1699.3333333333333,3122.6666666666665,1472.0,4138.666666666667,1922.0,2440.0,586.0,1693.3333333333333,41944.0,1368.0,2028.0,918.0,768.6666666666666,316.6666666666667,1672.0,393.3333333333333,1124.6666666666667,1227.3333333333333,1793.3333333333333,517.3333333333334,675.3333333333334,643.3333333333334,608.0,2169.3333333333335,1498.6666666666667,1124.0,799.3333333333334,1485.3333333333333,1329.3333333333333
56,530.0,692.0,1159.3333333333333,1746.6666666666667,3139.3333333333335,1465.3333333333333,4250.666666666667,1794.0,2333.3333333333335,588.6666666666666,1632.0,41308.666666666664,1425.3333333333333,1991.3333333333333,902.0,728.6666666666666,304.6666666666667,1630.0,359.3333333333333,1168.0,1238.6666666666667,1746.0,513.3333333333334,710.0,608.6666666666666,592.0,2020.6666666666667,1455.3333333333333,1099.3333333333333,753.3333333333334,1396.0,1334.6666666666667
57,493.3333333333333,660.6666666666666,1098.6666666666667,1765.3333333333333,3095.3333333333335,1484.0,4292.666666666667,1863.3333333333333,2296.6666666666665,575.3333333333334,1670.6666666666667,41770.0,1408.0,1956.0,916.6666666666666,702.6666666666666,317.3333333333333,1698.6666666666667,380.0,1117.3333333333333,1262.6666666666667,1810.6666666666667,532.0,706.6666666666666,591.3333333333334,578.6666666666666,2164.0,1488.6666666666667,1109.3333333333333,820.6666666666666,1505.3333333333333,1407.3333333333333
58,482.6666666666667,642.6666666666666,1126.0,1790.6666666666667,2937.3333333333335,1422.0,4206.0,1837.3333333333333,2203.3333333333335,511.3333333333333,1596.0,40290.0,1368.6666666666667,1837.3333333333333,845.3333333333334,713.3333333333334,314.0,1618.6666666666667,339.3333333333333,1090.6666666666667,1232.6666666666667,1626.6666666666667,515.3333333333334,696.0,640.0,629.3333333333334,2059.3333333333335,1463.3333333333333,1085.3333333333333,768.6666666666666,1425.3333333333333,1265.3333333333333
59,495.3333333333333,663.3333333333334,1080.0,1759.3333333333333,2850.0,1320.6666666666667,4163.333333333333,1856.0,2174.6666666666665,516.6666666666666,1538.6666666666667,39464.0,1369.3333333333333,1720.6666666666667,873.3333333333334,644.6666666666666,284.0,1599.3333333333333,356.6666666666667,1054.6666666666667,1190.6666666666667,1564.0,516.0,637.3333333333334,598.0,603.3333333333334,2038.0,1465.3333333333333,1103.3333333333333,778.0,1368.0,1281.3333333333333
60,448.6666666666667,630.6666666666666,1026.6666666666667,1736.0,2724.0,1370.0,4017.3333333333335,1772.0,2062.0,506.6666666666667,1514.6666666666667,38345.333333333336,1370.6666666666667,1674.0,824.6666666666666,643.3333333333334,267.3333333333333,1593.3333333333333,352.0,999.3333333333334,1181.3333333333333,1488.0,501.3333333333333,654.6666666666666,595.3333333333334,574.6666666666666,1988.0,1368.6666666666667,1052.6666666666667,724.6666666666666,1366.6666666666667,1316.0
61,456.0,616.6666666666666,995.3333333333334,1644.0,2771.3333333333335,1294.0,3869.3333333333335,1689.3333333333333,2018.0,520.0,1544.6666666666667,37803.333333333336,1308.6666666666667,1662.6666666666667,840.0,670.0,290.6666666666667,1527.3333333333333,349.3333333333333,1028.0,1156.6666666666667,1475.3333333333333,511.3333333333333,683.3333333333334,606.6666666666666,606.6666666666666,1986.6666666666667,1418.0,991.3333333333334,710.0,1376.0,1186.0
62,475.3333333333333,612.0,994.6666666666666,1576.0,2642.6666666666665,1318.0,3764.6666666666665,1646.6666666666667,1959.3333333333333,492.6666666666667,1472.0,36676.666666666664,1340.0,1521.3333333333333,855.3333333333334,614.6666666666666,283.3333333333333,1540.6666666666667,332.6666666666667,942.0,1216.6666666666667,1393.3333333333333,502.0,649.3333333333334,565.3333333333334,629.3333333333334,1912.6666666666667,1296.6666666666667,996.6666666666666,700.6666666666666,1290.6666666666667,1139.3333333333333
63,428.0,550.6666666666666,1050.6666666666667,1506.0,2497.3333333333335,1272.0,3512.0,1579.3333333333333,1816.6666666666667,472.0,1391.3333333333333,34797.333333333336,1314.6666666666667,1490.6666666666667,761.3333333333334,609.3333333333334,292.6666666666667,1463.3333333333333,308.6666666666667,878.6666666666666,1174.6666666666667,1306.0,444.6666666666667,583.3333333333334,567.3333333333334,532.6666666666666,1840.6666666666667,1246.0,928.6666666666666,656.0,1231.3333333333333,1090.6666666666667
64,406.6666666666667,561.3333333333334,954.0,1477.3333333333333,2460.0,1212.6666666666667,3386.6666666666665,1536.0,1700.6666666666667,462.6666666666667,1447.3333333333333,34157.333333333336,1302.6666666666667,1410.0,767.3333333333334,579.3333333333334,278.0,1494.0,297.3333333333333,872.0,1205.3333333333333,1246.6666666666667,476.6666666666667,540.6666666666666,589.3333333333334,559.3333333333334,1814.6666666666667,1314.0,890.0,654.0,1192.6666666666667,1068.0
65,418.6666666666667,575.3333333333334,894.0,1416.6666666666667,2370.0,1217.3333333333333,3334.0,1506.0,1704.0,457.3333333333333,1396.0,33388.666666666664,1267.3333333333333,1408.6666666666667,702.6666666666666,584.6666666666666,292.0,1426.6666666666667,316.6666666666667,870.0,1139.3333333333333,1206.0,458.6666666666667,580.0,551.3333333333334,562.0,1764.6666666666667,1250.0,887.3333333333334,660.0,1163.3333333333333,1008.0
66,379.3333333333333,538.0,900.6666666666666,1306.6666666666667,2373.3333333333335,1183.3333333333333,3129.3333333333335,1462.0,1593.3333333333333,419.3333333333333,1372.6666666666667,32280.666666666668,1217.3333333333333,1355.3333333333333,704.0,528.6666666666666,274.0,1428.0,291.3333333333333,842.0,1146.6666666666667,1190.6666666666667,434.0,566.0,548.6666666666666,512.6666666666666,1759.3333333333333,1222.6666666666667,847.3333333333334,624.0,1107.3333333333333,1022.6666666666666
67,374.6666666666667,528.6666666666666,907.3333333333334,1285.3333333333333,2310.6666666666665,1210.6666666666667,3062.0,1421.3333333333333,1541.3333333333333,428.0,1345.3333333333333,32100.666666666668,1259.3333333333333,1417.3333333333333,713.3333333333334,520.6666666666666,281.3333333333333,1360.6666666666667,294.6666666666667,824.0,1138.6666666666667,1218.6666666666667,425.3333333333333,530.0,555.3333333333334,517.3333333333334,1754.0,1202.6666666666667,898.6666666666666,620.6666666666666,1160.6666666666667,992.0
68,376.6666666666667,516.0,856.6666666666666,1220.0,2278.6666666666665,1140.6666666666667,2802.6666666666665,1388.0,1526.6666666666667,435.3333333333333,1234.0,30346.666666666668,1147.3333333333333,1240.6666666666667,696.6666666666666,499.3333333333333,276.6666666666667,1286.0,298.6666666666667,779.3333333333334,1068.0,1123.3333333333333,420.6666666666667,490.6666666666667,529.3333333333334,511.3333333333333,1663.3333333333333,1158.6666666666667,802.0,572.6666666666666,1094.6666666666667,912.0
69,391.3333333333333,481.3333333333333,859.3333333333334,1247.3333333333333,2291.3333333333335,1168.0,2927.3333333333335,1384.0,1546.6666666666667,452.0,1287.3333333333333,30646.0,1174.6666666666667,1286.6666666666667,675.3333333333334,506.0,268.6666666666667,1366.6666666666667,288.6666666666667,736.6666666666666,1041.3333333333333,1082.6666666666667,411.3333333333333,508.6666666666667,505.3333333333333,516.0,1713.3333333333333,1148.6666666666667,796.0,581.3333333333334,1085.3333333333333,916.6666666666666
70,348.0,452.0,820.0,1194.0,2111.3333333333335,1093.3333333333333,2736.6666666666665,1319.3333333333333,1447.3333333333333,368.6666666666667,1175.3333333333333,28766.666666666668,1128.0,1140.6666666666667,641.3333333333334,493.3333333333333,246.66666666666666,1282.6666666666667,288.6666666666667,726.0,998.6666666666666,994.6666666666666,396.0,490.0,504.0,460.0,1650.0,1091.3333333333333,766.6666666666666,510.0,1018.6666666666666,873.3333333333334
71,331.3333333333333,453.3333333333333,794.0,1148.0,2057.3333333333335,1084.0,2603.3333333333335,1251.3333333333333,1307.3333333333333,366.6666666666667,1174.6666666666667,27790.0,1101.3333333333333,1121.3333333333333,557.3333333333334,438.6666666666667,248.66666666666666,1232.6666666666667,260.0,686.6666666666666,1054.6666666666667,1039.3333333333333,370.6666666666667,473.3333333333333,450.6666666666667,490.0,1612.6666666666667,1020.6666666666666,733.3333333333334,490.0,989.3333333333334,847.3333333333334
72,350.6666666666667,459.3333333333333,827.3333333333334,1145.3333333333333,1954.0,1012.0,2568.6666666666665,1252.6666666666667,1377.3333333333333,347.3333333333333,1115.3333333333333,27416.0,1046.0,1110.6666666666667,613.3333333333334,407.3333333333333,244.0,1206.6666666666667,279.3333333333333,700.0,1004.6666666666666,985.3333333333334,390.0,464.6666666666667,446.0,457.3333333333333,1572.0,1020.0,717.3333333333334,494.0,998.6666666666666,848.6666666666666
73,307.3333333333333,419.3333333333333,742.0,1067.3333333333333,1948.6666666666667,1014.6666666666666,2525.3333333333335,1197.3333333333333,1294.0,364.6666666666667,1092.6666666666667,26170.0,1019.3333333333334,1056.0,554.0,372.0,196.66666666666666,1148.0,250.0,653.3333333333334,910.0,973.3333333333334,357.3333333333333,440.0,411.3333333333333,444.6666666666667,1426.0,986.0,712.0,495.3333333333333,935.3333333333334,856.0
74,316.6666666666667,397.3333333333333,717.3333333333334,1048.0,1846.6666666666667,976.6666666666666,2421.3333333333335,1209.3333333333333,1214.0,334.6666666666667,1046.6666666666667,25113.333333333332,987.3333333333334,996.0,573.3333333333334,378.0,208.66666666666666,1105.3333333333333,247.33333333333334,670.6666666666666,899.3333333333334,886.0,332.0,424.6666666666667,416.6666666666667,428.0,1315.3333333333333,972.6666666666666,666.6666666666666,457.3333333333333,868.6666666666666,750.6666666666666
75,269.3333333333333,388.0,705.3333333333334,1012.0,1746.6666666666667,938.0,2272.6666666666665,1224.0,1154.6666666666667,319.3333333333333,962.0,23844.666666666668,945.3333333333334,970.6666666666666,512.6666666666666,386.0,191.33333333333334,1032.0,229.33333333333334,610.6666666666666,847.3333333333334,833.3333333333334,328.0,404.0,382.0,388.6666666666667,1202.0,864.6666666666666,706.0,422.6666666666667,853.3333333333334,742.6666666666666
76,274.6666666666667,342.6666666666667,650.6666666666666,988.6666666666666,1630.6666666666667,896.0,2130.0,1135.3333333333333,1106.6666666666667,336.0,894.0,22506.0,900.6666666666666,830.0,483.3333333333333,359.3333333333333,186.0,974.6666666666666,239.33333333333334,614.0,766.6666666666666,782.6666666666666,309.3333333333333,374.6666666666667,394.6666666666667,374.6666666666667,1157.3333333333333,867.3333333333334,625.3333333333334,390.6666666666667,792.0,698.0
77,248.0,321.3333333333333,596.0,905.3333333333334,1526.6666666666667,786.0,1962.0,1069.3333333333333,983.3333333333334,283.3333333333333,798.6666666666666,20381.333333333332,792.6666666666666,787.3333333333334,464.6666666666667,301.3333333333333,173.33333333333334,882.6666666666666,197.33333333333334,516.6666666666666,696.0,711.3333333333334,251.33333333333334,330.6666666666667,310.6666666666667,340.6666666666667,1006.0,807.3333333333334,556.6666666666666,398.6666666666667,726.6666666666666,649.3333333333334
78,208.0,288.6666666666667,528.6666666666666,798.0,1310.0,743.3333333333334,1897.3333333333333,1034.0,861.3333333333334,258.0,750.0,18705.333333333332,718.0,693.3333333333334,406.6666666666667,295.3333333333333,154.66666666666666,811.3333333333334,174.0,531.3333333333334,634.6666666666666,661.3333333333334,240.66666666666666,292.6666666666667,307.3333333333333,301.3333333333333,928.6666666666666,695.3333333333334,507.3333333333333,346.0,704.0,624.0
79,226.0,258.6666666666667,462.0,761.3333333333334,1222.0,660.6666666666666,1849.3333333333333,965.3333333333334,838.6666666666666,242.0,684.0,17402.666666666668,678.0,654.0,398.0,260.0,141.33333333333334,806.0,156.66666666666666,443.3333333333333,589.3333333333334,576.6666666666666,238.0,294.6666666666667,281.3333333333333,304.6666666666667,803.3333333333334,673.3333333333334,466.0,318.6666666666667,608.0,541.3333333333334
80,186.0,221.33333333333334,396.0,735.3333333333334,1112.6666666666667,601.3333333333334,1605.3333333333333,940.0,674.0,250.66666666666666,665.3333333333334,15231.333333333334,545.3333333333334,518.6666666666666,342.6666666666667,227.33333333333334,106.0,667.3333333333334,138.0,381.3333333333333,532.6666666666666,534.6666666666666,170.0,240.0,241.33333333333334,252.66666666666666,681.3333333333334,536.0,437.3333333333333,264.6666666666667,555.3333333333334,470.6666666666667
81,176.66666666666666,212.66666666666666,388.6666666666667,628.6666666666666,938.0,560.0,1502.6666666666667,826.6666666666666,612.6666666666666,166.66666666666666,576.6666666666666,13774.0,522.0,448.6666666666667,308.6666666666667,202.66666666666666,100.0,592.0,119.33333333333333,392.6666666666667,493.3333333333333,449.3333333333333,167.33333333333334,206.0,223.33333333333334,226.66666666666666,661.3333333333334,516.6666666666666,390.0,253.33333333333334,508.6666666666667,402.0
82,160.0,182.0,350.6666666666667,642.0,919.3333333333334,496.0,1524.6666666666667,819.3333333333334,565.3333333333334,186.0,536.0,13025.333333333334,505.3333333333333,424.0,266.0,179.33333333333334,112.66666666666667,564.0,109.33333333333333,341.3333333333333,427.3333333333333,411.3333333333333,178.0,212.66666666666666,214.66666666666666,198.66666666666666,600.6666666666666,499.3333333333333,334.6666666666667,218.66666666666666,446.6666666666667,399.3333333333333
83,135.33333333333334,186.66666666666666,317.3333333333333,562.6666666666666,786.0,471.3333333333333,1392.0,760.6666666666666,471.3333333333333,184.66666666666666,513.3333333333334,11923.333333333334,410.0,374.6666666666667,258.0,167.33333333333334,108.66666666666667,514.0,95.33333333333333,307.3333333333333,414.0,378.0,159.33333333333334,208.66666666666666,211.33333333333334,198.66666666666666,532.0,452.0,334.0,230.66666666666666,434.0,354.0
84,132.0,168.0,262.6666666666667,500.0,706.0,415.3333333333333,1277.3333333333333,661.3333333333334,428.0,157.33333333333334,402.0,10436.666666666666,404.6666666666667,309.3333333333333,231.33333333333334,136.66666666666666,96.0,458.0,93.33333333333333,277.3333333333333,362.0,306.6666666666667,138.0,167.33333333333334,166.0,158.0,474.0,407.3333333333333,286.0,183.33333333333334,368.6666666666667,302.6666666666667
85,94.0,163.33333333333334,250.66666666666666,435.3333333333333,700.0,367.3333333333333,1190.6666666666667,624.6666666666666,364.0,140.66666666666666,379.3333333333333,9638.0,332.6666666666667,316.6666666666667,206.0,132.0,72.0,398.0,95.33333333333333,234.66666666666666,348.6666666666667,292.0,116.66666666666667,196.66666666666666,156.66666666666666,173.33333333333334,429.3333333333333,367.3333333333333,264.0,182.66666666666666,335.3333333333333,278.0
86,106.0,150.66666666666666,236.66666666666666,409.3333333333333,615.3333333333334,289.3333333333333,1041.3333333333333,544.6666666666666,333.3333333333333,120.66666666666667,368.0,8580.666666666666,292.6666666666667,247.33333333333334,204.66666666666666,117.33333333333333,61.333333333333336,370.6666666666667,93.33333333333333,211.33333333333334,300.6666666666667,268.0,114.0,150.0,156.66666666666666,148.0,353.3333333333333,335.3333333333333,236.0,161.33333333333334,295.3333333333333,248.0
87,79.33333333333333,121.33333333333333,188.66666666666666,352.0,536.0,288.6666666666667,944.6666666666666,490.6666666666667,289.3333333333333,95.33333333333333,292.6666666666667,7520.666666666667,282.6666666666667,227.33333333333334,185.33333333333334,105.33333333333333,70.0,300.6666666666667,68.0,177.33333333333334,262.0,252.66666666666666,104.0,115.33333333333333,150.66666666666666,129.33333333333334,316.0,286.6666666666667,218.66666666666666,152.0,244.0,194.0
88,70.0,125.33333333333333,172.0,302.6666666666667,460.0,226.0,886.6666666666666,445.3333333333333,216.0,94.0,288.6666666666667,6465.333333333333,214.66666666666666,176.66666666666666,135.33333333333334,91.33333333333333,53.333333333333336,238.0,60.666666666666664,162.66666666666666,262.0,188.0,87.33333333333333,118.66666666666667,118.0,112.0,252.66666666666666,242.66666666666666,177.33333333333334,111.33333333333333,215.33333333333334,160.66666666666666
89,57.333333333333336,89.33333333333333,138.0,243.33333333333334,366.0,206.66666666666666,710.6666666666666,350.0,222.0,64.0,240.0,5331.333333333333,179.33333333333334,161.33333333333334,125.33333333333333,64.0,37.333333333333336,211.33333333333334,48.666666666666664,122.0,179.33333333333334,149.33333333333334,86.0,80.0,99.33333333333333,93.33333333333333,212.66666666666666,221.33333333333334,150.66666666666666,87.33333333333333,171.33333333333334,164.0
90,43.333333333333336,64.0,116.0,223.33333333333334,316.6666666666667,165.33333333333334,590.0,328.6666666666667,170.66666666666666,58.666666666666664,192.66666666666666,4486.0,152.0,130.66666666666666,87.33333333333333,46.666666666666664,40.666666666666664,165.33333333333334,37.333333333333336,99.33333333333333,170.66666666666666,135.33333333333334,58.666666666666664,71.33333333333333,91.33333333333333,70.0,192.66666666666666,186.66666666666666,136.0,82.0,144.66666666666666,118.0
91,48.0,65.33333333333333,92.0,181.33333333333334,286.6666666666667,138.0,518.6666666666666,252.66666666666666,140.66666666666666,68.0,169.33333333333334,3820.6666666666665,139.33333333333334,102.0,92.0,59.333333333333336,38.0,147.33333333333334,28.666666666666668,88.0,145.33333333333334,96.0,44.0,51.333333333333336,64.0,57.333333333333336,140.0,153.33333333333334,114.0,72.66666666666667,118.0,109.33333333333333
92,25.333333333333332,44.666666666666664,66.0,118.0,202.66666666666666,98.66666666666667,416.0,191.33333333333334,98.66666666666667,42.666666666666664,126.66666666666667,2737.3333333333335,85.33333333333333,74.0,55.333333333333336,43.333333333333336,28.0,100.0,17.333333333333332,66.66666666666667,86.0,83.33333333333333,44.0,38.0,50.666666666666664,36.0,97.33333333333333,113.33333333333333,80.0,48.666666666666664,83.33333333333333,76.0
93,17.333333333333332,33.333333333333336,52.0,99.33333333333333,157.33333333333334,86.66666666666667,298.0,153.33333333333334,78.66666666666667,35.333333333333336,86.0,2171.3333333333335,84.66666666666667,76.0,44.0,25.333333333333332,21.333333333333332,86.66666666666667,24.0,58.666666666666664,81.33333333333333,58.666666666666664,30.0,32.0,47.333333333333336,34.0,76.66666666666667,78.66666666666667,46.666666666666664,40.0,73.33333333333333,54.666666666666664
94,16.0,21.333333333333332,36.0,52.666666666666664,102.0,58.666666666666664,241.33333333333334,126.0,57.333333333333336,17.333333333333332,80.0,1636.6666666666667,52.0,42.666666666666664,42.0,19.333333333333332,14.666666666666666,65.33333333333333,17.333333333333332,33.333333333333336,72.0,48.0,23.333333333333332,33.333333333333336,36.666666666666664,38.0,66.66666666666667,60.666666666666664,38.0,31.333333333333332,42.666666666666664,50.666666666666664
95,9.333333333333334,19.333333333333332,34.0,40.666666666666664,93.33333333333333,60.666666666666664,176.66666666666666,88.0,35.333333333333336,16.0,65.33333333333333,1217.3333333333333,44.0,36.0,24.0,8.666666666666666,14.0,45.333333333333336,7.333333333333333,33.333333333333336,40.666666666666664,42.0,14.0,18.0,25.333333333333332,15.333333333333334,42.0,46.666666666666664,22.0,26.666666666666668,34.0,39.333333333333336
96,7.333333333333333,15.333333333333334,26.666666666666668,36.0,56.0,32.0,133.33333333333334,63.333333333333336,32.0,12.666666666666666,36.0,855.3333333333334,22.0,24.666666666666668,21.333333333333332,10.0,4.0,33.333333333333336,8.666666666666666,20.0,34.666666666666664,28.0,11.333333333333334,12.666666666666666,18.666666666666668,14.0,27.333333333333332,27.333333333333332,17.333333333333332,16.0,28.0,25.333333333333332
97,7.333333333333333,8.666666666666666,20.666666666666668,26.0,43.333333333333336,18.0,76.66666666666667,38.0,34.0,8.0,29.333333333333332,632.6666666666666,30.0,18.666666666666668,16.0,6.666666666666667,11.333333333333334,22.0,5.333333333333333,16.666666666666668,22.666666666666668,16.0,6.0,10.666666666666666,8.666666666666666,14.666666666666666,25.333333333333332,22.0,13.333333333333334,15.333333333333334,24.666666666666668,16.666666666666668
98,4.666666666666667,5.333333333333333,10.0,15.333333333333334,31.333333333333332,10.0,54.0,30.0,14.0,10.0,22.666666666666668,414.6666666666667,12.666666666666666,10.0,10.666666666666666,3.3333333333333335,4.0,24.0,4.0,13.333333333333334,18.0,12.666666666666666,7.333333333333333,5.333333333333333,4.666666666666667,8.0,11.333333333333334,14.0,11.333333333333334,7.333333333333333,14.666666666666666,10.666666666666666
99,4.666666666666667,4.0,9.333333333333334,16.0,16.666666666666668,12.0,42.666666666666664,21.333333333333332,14.666666666666666,2.6666666666666665,14.666666666666666,294.0,8.0,8.666666666666666,6.0,2.0,2.0,11.333333333333334,0.6666666666666666,4.666666666666667,9.333333333333334,10.0,3.3333333333333335,2.6666666666666665,6.0,6.666666666666667,11.333333333333334,6.666666666666667,12.666666666666666,4.0,14.0,5.333333333333333
100,2.0,12.0,12.666666666666666,17.333333333333332,36.0,22.0,66.66666666666667,36.666666666666664,14.0,5.333333333333333,28.0,492.0,9.333333333333334,16.666666666666668,12.0,6.666666666666667,2.6666666666666665,27.333333333333332,4.0,18.666666666666668,20.666666666666668,14.0,5.333333333333333,3.3333333333333335,8.0,8.0,24.0,15.333333333333334,12.666666666666666,8.0,10.666666666666666,12.0
